UnidadFiscalizableId,SiglaInstrumento,NombreRegion,NombreRegionProyecto
5531,RCA,Región Metropolitana,Región Metropolitana
5531,RCA,Región Metropolitana,Región Metropolitana
5532,RCA,Región de los Lagos,NA
5533,RCA,Región de los Lagos,NA
5534,RCA,Región Metropolitana,Región Metropolitana
5535,RCA,Región Metropolitana,NA
5536,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
5537,RCA,Región Metropolitana,Región Metropolitana
5538,RCA,Región Metropolitana,Región Metropolitana
5539,RCA,Región Metropolitana,NA
5540,RCA,Región Metropolitana,NA
5540,RCA,Región Metropolitana,NA
5541,RCA,Región Metropolitana,Región Metropolitana
5542,RCA,Región Metropolitana,Región Metropolitana
5543,RCA,Región Metropolitana,Región Metropolitana
5544,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
5545,RCA,Región Metropolitana,Región Metropolitana
5546,RCA,Región Metropolitana,Región Metropolitana
5547,RCA,Región de la Araucanía,NA
5548,RCA,Región Metropolitana,Región Metropolitana
5549,RCA,Región Metropolitana,Región Metropolitana
5550,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
5551,RCA,Región de la Araucanía,NA
5552,RCA,Región del Maule,NA
5553,RCA,Región Metropolitana,NA
5553,RCA,Región Metropolitana,NA
5553,NE,NA,NA
5554,RCA,Región de los Lagos,NA
5555,RCA,Región Metropolitana,NA
5556,RCA,Región del Biobío,NA
5557,RCA,Región del Biobío,NA
5558,RCA,Región del Maule,NA
5559,RCA,Región Metropolitana,NA
5560,RCA,Región Metropolitana,NA
5561,RCA,Región de los Lagos,NA
5562,RCA,Región Metropolitana,NA
5563,RCA,Región de los Lagos,NA
5564,RCA,Región Metropolitana,NA
5565,RCA,Región de los Lagos,NA
5566,RCA,Región Metropolitana,NA
5567,RCA,Región del Maule,NA
5568,RCA,Región de Los Ríos,Región de Los Ríos
5568,RCA,Región de Los Ríos,Región de Los Ríos
5569,RCA,Región de Los Ríos,Región de Los Ríos
5569,RCA,Región de Los Ríos,Región de Los Ríos
5571,RCA,Región del Maule,Región del Maule
5572,RCA,Región de los Lagos,NA
5573,RCA,Región Metropolitana,Región Metropolitana
5574,RCA,Región del Maule,NA
5576,RCA,Región Metropolitana,NA
5578,RCA,Región Metropolitana,Región Metropolitana
5579,RCA,Región de los Lagos,NA
5580,RCA,Región de los Lagos,NA
5581,RCA,Región de los Lagos,NA
5582,RCA,Región Metropolitana,NA
5583,RCA,Región de los Lagos,NA
5584,RCA,Región Metropolitana,Región Metropolitana
5585,RCA,Región Metropolitana,NA
5586,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5587,RCA,Región del Biobío,NA
5588,RCA,Región de la Araucanía,NA
5590,RCA,Región del Biobío,NA
5591,RCA,Región Metropolitana,NA
5592,RCA,Región de Magallanes y la Antártica Chilena,NA
5592,RCA,Región de Magallanes y la Antártica Chilena,NA
5593,RCA,Región del Biobío,Región del Biobío
5594,RCA,Región de Magallanes y la Antártica Chilena,NA
5595,RCA,Región del Biobío,NA
5596,RCA,Región de Magallanes y la Antártica Chilena,NA
5597,RCA,Región de los Lagos,NA
5598,RCA,Región del Maule,NA
5599,RCA,Región de Los Ríos,NA
5600,RCA,Región del Maule,Región del Maule
5601,RCA,Región de los Lagos,NA
5602,RCA,Región de los Lagos,Región de los Lagos
5603,RCA,Región de los Lagos,NA
5604,RCA,Región de los Lagos,NA
5605,RCA,Región de los Lagos,NA
5606,RCA,Región de los Lagos,NA
5607,RCA,Región de los Lagos,NA
5608,RCA,Región de los Lagos,NA
5609,RCA,Región de los Lagos,Región de los Lagos
5610,RCA,Región de los Lagos,Región de los Lagos
5610,PC,NA,NA
5611,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
5612,RCA,Región de los Lagos,NA
5613,RCA,Región de los Lagos,NA
5614,RCA,Región de los Lagos,NA
5615,RCA,Región de los Lagos,NA
5616,RCA,Región de los Lagos,Región de los Lagos
5617,RCA,Región de los Lagos,NA
5618,RCA,Región de los Lagos,Región de los Lagos
5619,RCA,Región de los Lagos,Región de los Lagos
5620,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5621,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5622,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5623,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5624,RCA,Región de la Araucanía,NA
5625,RCA,Región de la Araucanía,NA
5626,RCA,Región de los Lagos,NA
5627,RCA,Región del Biobío,NA
5628,RCA,Región del Maule,NA
5629,RCA,Región de la Araucanía,NA
5630,RCA,Región de la Araucanía,NA
5631,RCA,Región de los Lagos,Región de los Lagos
5632,RCA,Región Metropolitana,Región Metropolitana
5633,RCA,Región del Biobío,NA
5634,RCA,Región del Biobío,NA
5635,RCA,Región de la Araucanía,NA
5636,RCA,Región del Biobío,NA
5637,RCA,Región de la Araucanía,Región de la Araucanía
5637,RCA,Región de la Araucanía,NA
5638,RCA,Región del Biobío,NA
5638,RCA,Región del Biobío,NA
5639,RCA,Región del Biobío,NA
5640,RCA,Región del Biobío,NA
5641,RCA,Región de los Lagos,Región de los Lagos
5642,RCA,Región de Valparaíso,NA
5643,RCA,Región del Biobío,NA
5644,RCA,Región del Biobío,NA
5645,RCA,Región de la Araucanía,Región de la Araucanía
5646,RCA,Región de la Araucanía,Región de la Araucanía
5647,RCA,Región de la Araucanía,NA
5648,RCA,Región de los Lagos,NA
5649,RCA,Región del Biobío,NA
5650,RCA,Región de los Lagos,Región de los Lagos
5650,RCA,Región de los Lagos,Región de los Lagos
5651,RCA,Región del Biobío,Región del Biobío
5652,RCA,Región del Biobío,NA
5653,RCA,Región del Biobío,NA
5654,RCA,Región de la Araucanía,Región de la Araucanía
5655,RCA,Región del Biobío,NA
5656,RCA,Región de Magallanes y la Antártica Chilena,NA
5657,RCA,Región del Biobío,Región del Biobío
5658,RCA,Región del Biobío,NA
5659,RCA,Región de la Araucanía,NA
5660,RCA,Región del Maule,Región del Maule
5661,RCA,Región del Biobío,NA
5662,RCA,Región del Biobío,NA
5663,RCA,Región del Biobío,NA
5664,RCA,Región de los Lagos,Región de los Lagos
5665,RCA,Región del Biobío,NA
5666,RCA,Región del Biobío,NA
5667,RCA,Región del Biobío,NA
5668,RCA,Región Metropolitana,Región Metropolitana
5669,RCA,Región de los Lagos,Región de los Lagos
5670,RCA,Región del Biobío,NA
5671,RCA,Región del Biobío,Región del Biobío
5672,RCA,Región del Biobío,Región del Biobío
5672,RCA,Región del Biobío,Región del Biobío
5673,RCA,Región de los Lagos,Región de los Lagos
5674,RCA,Región del Biobío,Región del Biobío
5675,RCA,Región de los Lagos,NA
5676,RCA,Región de la Araucanía,Región de la Araucanía
5677,RCA,Región de los Lagos,Región de los Lagos
5677,RCA,Región de los Lagos,NA
5678,RCA,Región de los Lagos,NA
5679,RCA,Región de los Lagos,Región de los Lagos
5680,RCA,Región de los Lagos,Región de los Lagos
5680,RCA,Región de los Lagos,NA
5681,RCA,Región de los Lagos,NA
5682,RCA,Región de los Lagos,Región de los Lagos
5683,RCA,Región de la Araucanía,NA
5684,RCA,Región de la Araucanía,NA
5685,RCA,Interregional,Interregional
5686,RCA,Región de la Araucanía,NA
5687,RCA,Región de la Araucanía,NA
5688,RCA,Región de los Lagos,Región de los Lagos
5689,RCA,Región del Maule,NA
5690,RCA,Región de los Lagos,NA
5691,RCA,Región de los Lagos,NA
5692,RCA,Región Metropolitana,NA
5693,RCA,Región Metropolitana,Región Metropolitana
5694,RCA,Región de los Lagos,NA
5695,RCA,Región del Biobío,NA
5696,RCA,Región del Biobío,NA
5697,RCA,Región del Biobío,NA
5698,RCA,NA,NA
5699,RCA,NA,NA
5700,RCA,Región de Antofagasta,Región de Antofagasta
5701,RCA,Región de los Lagos,Región de los Lagos
5702,RCA,Región del Maule,NA
5703,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5704,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5705,RCA,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins
5706,RCA,Región del Maule,Región del Maule
5707,RCA,Región de los Lagos,Región de los Lagos
5708,RCA,Región de los Lagos,Región de Los Ríos
5709,RCA,Región Metropolitana,Región Metropolitana
5709,RCA,Región Metropolitana,Región Metropolitana
5710,RCA,Región del Maule,Región del Maule
5711,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5712,RCA,Región Metropolitana,NA
5713,RCA,Región del Maule,Región del Maule
5714,RCA,Región del Maule,NA
5715,RCA,Región del Biobío,Región del Biobío
5715,RCA,Región del Biobío,NA
5715,RCA,Región del Biobío,NA
5716,RCA,Región del Maule,Región del Maule
5716,RCA,Región del Maule,Región del Maule
5716,RCA,Región del Maule,Región del Maule
5717,RCA,Región Metropolitana,NA
5718,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5718,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5719,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5719,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5719,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5720,RCA,Región de Valparaíso,Región de Valparaíso
5721,RCA,Región de Valparaíso,Región de Valparaíso
5721,RCA,Región de Valparaíso,Región de Valparaíso
5721,RCA,Región de Valparaíso,Región de Valparaíso
5722,RCA,Región de Valparaíso,Región de Valparaíso
5723,RCA,Región del Biobío,Región del Biobío
5724,RCA,Región de los Lagos,Región de los Lagos
5725,RCA,NA,NA
5725,RCA,Región Metropolitana,NA
5726,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
5727,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5727,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5727,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
5728,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
5729,RCA,Región de la Araucanía,NA
5730,RCA,Interregional,Interregional
5730,RCA,Región Metropolitana,Región Metropolitana
5730,RCA,Región Metropolitana,Región Metropolitana
5730,RCA,Región Metropolitana,Región Metropolitana
5730,RCA,Interregional,Interregional
5730,RCA,Interregional,Interregional
5730,RCA,Interregional,Interregional
5731,RCA,Región del Biobío,Región del Biobío
5731,RCA,Región del Biobío,Región del Biobío
5732,RCA,Región Metropolitana,NA
5733,RCA,Región Metropolitana,NA
5734,RCA,Región del Maule,Región del Maule
5735,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
5736,RCA,Región de la Araucanía,NA
5737,RCA,Región de la Araucanía,NA
5738,RCA,Región del Maule,NA
5739,RCA,Región de los Lagos,NA
5740,RCA,Región Metropolitana,Región Metropolitana
5741,RCA,Región del Biobío,Región del Biobío
5741,RCA,Región del Biobío,Región del Biobío
5741,RCA,Región del Biobío,Región del Biobío
5741,RCA,Región del Biobío,Región del Biobío
5741,RCA,Región del Biobío,Región del Biobío
5741,RCA,Región del Biobío,Región del Biobío
5741,NE,NA,NA
5741,PC,NA,NA
5742,RCA,Región del Biobío,Región del Biobío
5742,NE,NA,NA
5742,RCA,Región del Biobío,NA
5743,RCA,Región de los Lagos,NA
5744,RCA,Región de los Lagos,NA
5745,RCA,Región de los Lagos,NA
5746,RCA,Región de los Lagos,NA
5747,RCA,Región de los Lagos,NA
5748,RCA,Región del Biobío,NA
5749,RCA,Región de Tarapacá,Región de Tarapacá
5750,RCA,Región del Biobío,Región del Biobío
5750,RCA,Región del Biobío,Región del Biobío
5750,NE,NA,NA
5750,NE,NA,NA
5750,RSMA,NA,NA
5750,LEY,NA,NA
5751,RCA,Región del Biobío,Región del Biobío
5753,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5753,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5754,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5755,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
5756,RCA,Región de los Lagos,Región de los Lagos
5757,RCA,Región de la Araucanía,Región de la Araucanía
5758,RCA,Región de los Lagos,NA
5759,RCA,Región de los Lagos,NA
5760,RCA,Región de los Lagos,NA
5761,RCA,Región de los Lagos,Región de los Lagos
5762,RCA,Región de los Lagos,NA
5762,RCA,Región de los Lagos,NA
5763,RCA,Región de los Lagos,NA
5764,RCA,Región de los Lagos,NA
5765,RCA,Región de los Lagos,Región de los Lagos
5766,RCA,Región de los Lagos,NA
5767,RCA,Región de los Lagos,NA
5768,RCA,Región de los Lagos,Región de los Lagos
5768,PC,NA,NA
5769,RCA,Región de los Lagos,NA
5770,RCA,Región de los Lagos,NA
5771,RCA,Región de los Lagos,NA
5772,RCA,Región de los Lagos,NA
5773,RCA,Región de los Lagos,Región de los Lagos
5774,RCA,Región de los Lagos,NA
5775,RCA,Región de los Lagos,NA
5776,RCA,Región de los Lagos,NA
5777,RCA,Región de los Lagos,NA
5778,RCA,Región de los Lagos,NA
5779,RCA,Región de los Lagos,NA
5780,RCA,Región de los Lagos,NA
5780,RCA,Región de los Lagos,NA
5781,RCA,Región de los Lagos,NA
5782,RCA,Región de los Lagos,NA
5783,RCA,Región de los Lagos,NA
5784,RCA,Región de los Lagos,NA
5785,RCA,Región de los Lagos,NA
5786,RCA,Región de los Lagos,NA
5787,RCA,Región de los Lagos,NA
5788,RCA,Región de los Lagos,NA
5789,RCA,Región de los Lagos,NA
5790,RCA,Región de los Lagos,NA
5791,RCA,Región de los Lagos,NA
5792,RCA,Región de los Lagos,NA
5793,RCA,Región de los Lagos,Región de los Lagos
5794,RCA,Región de los Lagos,NA
5795,RCA,Región de los Lagos,Región de Tarapacá
5796,RCA,Región de los Lagos,NA
5797,RCA,Región de los Lagos,NA
5798,RCA,Región de los Lagos,Región de los Lagos
5799,RCA,Región de los Lagos,NA
5800,RCA,Región de los Lagos,NA
5800,RCA,Región de los Lagos,NA
5801,RCA,Región de los Lagos,NA
5801,RCA,Región de los Lagos,NA
5802,RCA,Región de los Lagos,NA
5803,RCA,Región de los Lagos,Región de Tarapacá
5804,RCA,Región de los Lagos,NA
5805,RCA,Región de los Lagos,Región de los Lagos
5805,RCA,Región de los Lagos,NA
5806,RCA,Región de los Lagos,Región de los Lagos
5807,RCA,Región de los Lagos,NA
5808,RCA,Región de los Lagos,NA
5809,RCA,Región de los Lagos,Región de los Lagos
5809,RCA,Región de los Lagos,NA
5810,RCA,Región de los Lagos,NA
5811,RCA,Región de los Lagos,Región de Tarapacá
5812,RCA,Región de los Lagos,Región de los Lagos
5813,RCA,Región de los Lagos,NA
5814,RCA,Región de los Lagos,NA
5815,RCA,Región de los Lagos,NA
5816,RCA,Región de los Lagos,NA
5817,RCA,Región de los Lagos,Región de los Lagos
5818,RCA,Región de los Lagos,NA
5819,RCA,Región de los Lagos,NA
5820,RCA,Región de los Lagos,NA
5821,RCA,Región de los Lagos,NA
5822,RCA,Región de los Lagos,NA
5823,RCA,Región de los Lagos,NA
5824,RCA,Región de los Lagos,NA
5825,RCA,Interregional,Interregional
5826,RCA,Región de los Lagos,Región de los Lagos
5827,RCA,Región de los Lagos,Región de los Lagos
5828,RCA,Región de los Lagos,Región de los Lagos
5829,RCA,Región de los Lagos,Región de los Lagos
5830,RCA,Región de los Lagos,NA
5831,RCA,Región de los Lagos,Región de los Lagos
5832,RCA,Región de los Lagos,Región de los Lagos
5833,RCA,Región de los Lagos,Región de los Lagos
5834,RCA,Región de los Lagos,NA
5835,RCA,Región de los Lagos,Región de los Lagos
5835,RCA,Región de los Lagos,NA
5836,RCA,Región de los Lagos,NA
5837,RCA,Región de los Lagos,Región de los Lagos
5838,RCA,Región de los Lagos,NA
5839,RCA,Región de los Lagos,Región de los Lagos
5840,RCA,Región de los Lagos,Región de los Lagos
5841,RCA,Región de los Lagos,Región de los Lagos
5842,RCA,Región de los Lagos,Región de los Lagos
5843,RCA,Región de los Lagos,NA
5844,RCA,Región de los Lagos,Región de los Lagos
5844,RCA,Región de los Lagos,NA
5845,RCA,Región de los Lagos,NA
5846,RCA,Región de los Lagos,NA
5847,RCA,Región de los Lagos,NA
5847,RCA,Región de los Lagos,NA
5848,RCA,Región de los Lagos,Región de los Lagos
5849,RCA,Región de los Lagos,NA
5850,RCA,Región de los Lagos,Región de los Lagos
5851,RCA,Región de los Lagos,Región de los Lagos
5852,RCA,Región de los Lagos,NA
5853,RCA,Región de los Lagos,Región de los Lagos
5854,RCA,Región de los Lagos,NA
5855,RCA,Región de los Lagos,Región de los Lagos
5856,RCA,Región de los Lagos,NA
5857,RCA,Región de los Lagos,NA
5858,RCA,Región de los Lagos,NA
5859,RCA,Región de los Lagos,NA
5860,RCA,Región de los Lagos,Región de los Lagos
5861,RCA,Región de los Lagos,Región de los Lagos
5862,RCA,Región de los Lagos,NA
5863,RCA,Región de los Lagos,NA
5864,RCA,Región de los Lagos,Región de los Lagos
5865,RCA,Región de los Lagos,Región de los Lagos
5865,RSMA,NA,NA
5866,RCA,Región de los Lagos,Región de los Lagos
5866,RSMA,NA,NA
5867,RCA,Región de los Lagos,Región de los Lagos
5868,RCA,Interregional,Interregional
5869,RCA,Región de los Lagos,Región de los Lagos
5870,RCA,Región de los Lagos,NA
5871,RCA,Región de los Lagos,NA
5872,RCA,Región de los Lagos,NA
5873,RCA,Región de los Lagos,NA
5874,RCA,Región de los Lagos,Región de los Lagos
5875,RCA,Región de los Lagos,Región de los Lagos
5875,RCA,Región de los Lagos,NA
5876,RCA,Región de los Lagos,Región de los Lagos
5877,RCA,Región de los Lagos,Región de los Lagos
5878,RCA,Región de los Lagos,Región de los Lagos
5879,RCA,Región de los Lagos,NA
5880,RCA,Región de los Lagos,NA
5880,RCA,Región de los Lagos,NA
5881,RCA,Región de los Lagos,Región de los Lagos
5882,RCA,Región de los Lagos,NA
5883,RCA,Región de los Lagos,Región de los Lagos
5884,RCA,Región de los Lagos,NA
5885,RCA,Región de los Lagos,NA
5886,RCA,Región de los Lagos,NA
5887,RCA,Región de los Lagos,NA
5888,RCA,Región de los Lagos,NA
5889,RCA,Región de los Lagos,NA
5890,RCA,Región de los Lagos,NA
5891,RCA,Región de los Lagos,NA
5892,RCA,Región de los Lagos,NA
5893,RCA,Región de los Lagos,NA
5894,RCA,Región de los Lagos,NA
5895,RCA,Región de los Lagos,NA
5896,RCA,Región de los Lagos,NA
5897,RCA,Región de los Lagos,NA
5898,RCA,Región de los Lagos,NA
5899,RCA,Región de los Lagos,NA
5900,RCA,Región de los Lagos,NA
5901,RCA,Región de los Lagos,Región de los Lagos
5902,RCA,Región de los Lagos,NA
5902,RCA,Región de los Lagos,NA
5903,RCA,Región de los Lagos,NA
5904,RCA,Región de los Lagos,NA
5905,RCA,Región de los Lagos,Región de los Lagos
5906,RCA,Región de los Lagos,NA
5907,RCA,Región de los Lagos,Región de los Lagos
5908,RCA,Región de los Lagos,Región de los Lagos
5909,RCA,Región de los Lagos,NA
5910,RCA,Región de los Lagos,NA
5911,RCA,Región de los Lagos,Región de los Lagos
5912,RCA,Región de los Lagos,NA
5913,RCA,Región de los Lagos,NA
5914,RCA,Región de los Lagos,NA
5915,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
5916,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
5917,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
5918,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
5919,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
5920,RCA,Región de los Lagos,NA
5921,RCA,Región de los Lagos,Región de los Lagos
5922,RCA,Región de los Lagos,Región de los Lagos
5923,RCA,Región de los Lagos,NA
5924,RCA,Región de los Lagos,NA
5925,RCA,Región de los Lagos,NA
5926,RCA,Región de los Lagos,NA
5927,RCA,Región de los Lagos,NA
5928,RCA,Región de los Lagos,NA
5929,RCA,Región de los Lagos,Región de los Lagos
5930,RCA,Región de los Lagos,Región de los Lagos
5931,RCA,Región de los Lagos,NA
5932,RCA,Región de los Lagos,Región de los Lagos
5933,RCA,Región de los Lagos,Región de los Lagos
5934,RCA,Región de los Lagos,NA
5935,RCA,Región de los Lagos,Región de los Lagos
5936,RCA,Región de los Lagos,Región de los Lagos
5937,RCA,Región de los Lagos,Región de los Lagos
5937,RCA,Región de los Lagos,Región de los Lagos
5938,RCA,Región de los Lagos,Región de los Lagos
5939,RCA,Región de los Lagos,NA
5940,RCA,Región de los Lagos,Región de los Lagos
5941,RCA,Región de los Lagos,Región de los Lagos
5942,RCA,Región de los Lagos,Región de los Lagos
5943,RCA,Interregional,Interregional
5944,RCA,Región de los Lagos,NA
5945,RCA,Región de los Lagos,NA
5946,RCA,Región de los Lagos,NA
5947,RCA,Región de los Lagos,NA
5948,RCA,Región de los Lagos,NA
5949,RCA,Región de los Lagos,NA
5950,RCA,Región de los Lagos,Región de los Lagos
5950,RCA,Región de los Lagos,NA
5951,RCA,Región de los Lagos,Región de los Lagos
5952,RCA,Región de los Lagos,Región de los Lagos
5953,RCA,Región de los Lagos,Región de los Lagos
5954,RCA,Región de los Lagos,Región de los Lagos
5955,RCA,Región de los Lagos,Región de los Lagos
5956,RCA,Región de los Lagos,Región de los Lagos
5957,RCA,Región de los Lagos,NA
5958,RCA,Región de los Lagos,NA
5959,RCA,Región de los Lagos,Región de los Lagos
5960,RCA,Región de los Lagos,Región de los Lagos
5961,RCA,Región de los Lagos,NA
5962,RCA,Región de los Lagos,Región de los Lagos
5963,RCA,Región de los Lagos,NA
5964,RCA,Región de los Lagos,Región de los Lagos
5965,RCA,Región de los Lagos,Región de los Lagos
5966,RCA,Región de los Lagos,Región de los Lagos
5967,RCA,Región de los Lagos,Región de los Lagos
5968,RCA,Región de los Lagos,Región de los Lagos
5968,RCA,Región de los Lagos,Región de los Lagos
5969,RCA,Región de los Lagos,Región de los Lagos
5970,RCA,Región de los Lagos,Región de los Lagos
5971,RCA,Región de los Lagos,NA
5972,RCA,Región de los Lagos,NA
5973,RCA,Región de los Lagos,NA
5974,RCA,Región de los Lagos,NA
5975,RCA,Región de los Lagos,NA
5976,RCA,Región de los Lagos,NA
5977,RCA,Región de los Lagos,NA
5978,RCA,Región de los Lagos,NA
5979,RCA,Región de los Lagos,NA
5980,RCA,Región de los Lagos,NA
5981,RCA,Región de los Lagos,NA
5982,RCA,Región de los Lagos,NA
5983,RCA,Región de los Lagos,NA
5984,RCA,Región de los Lagos,Región de los Lagos
5984,RCA,Región de los Lagos,Región de los Lagos
5985,RCA,Región de los Lagos,NA
5986,RCA,Región de los Lagos,NA
5987,RCA,Región de los Lagos,NA
5988,RCA,Región de los Lagos,NA
5989,RCA,Región de los Lagos,NA
5990,RCA,Región de los Lagos,NA
5991,RCA,Región de los Lagos,NA
5992,RCA,Región de los Lagos,Región de los Lagos
5993,RCA,Región de los Lagos,NA
5994,RCA,Región de los Lagos,NA
5995,RCA,Región de los Lagos,NA
5996,RCA,Región de los Lagos,NA
5997,RCA,Región de los Lagos,NA
5998,RCA,Región de los Lagos,NA
5999,RCA,Región de los Lagos,NA
6000,RCA,Región de los Lagos,NA
6001,RCA,Región de los Lagos,NA
6002,RCA,Región de los Lagos,NA
6003,RCA,Región de los Lagos,NA
6004,RCA,Región de los Lagos,NA
6005,RCA,Región de los Lagos,NA
6006,RCA,Región de los Lagos,NA
6007,RCA,Región de los Lagos,NA
6008,RCA,NA,NA
6009,RCA,NA,NA
6010,RCA,Región de los Lagos,NA
6011,RCA,Región de los Lagos,NA
6012,RCA,Región de los Lagos,NA
6013,RCA,Región de los Lagos,NA
6014,RCA,Región de los Lagos,Región de los Lagos
6015,RCA,Región de los Lagos,Región de los Lagos
6015,RCA,Región de los Lagos,NA
6016,RCA,Región de los Lagos,NA
6017,RCA,Región de los Lagos,NA
6018,RCA,Región de los Lagos,NA
6019,RCA,Región de los Lagos,NA
6020,RCA,Región de los Lagos,Región de los Lagos
6021,RCA,Región de los Lagos,NA
6022,RCA,NA,NA
6023,RCA,Región de los Lagos,NA
6024,RCA,Región de los Lagos,NA
6025,RCA,Interregional,Región de los Lagos
6026,RCA,Región de los Lagos,NA
6027,RCA,Región de los Lagos,NA
6028,RCA,Región de los Lagos,Región de los Lagos
6029,RCA,Región de los Lagos,Región de los Lagos
6030,RCA,Región de los Lagos,NA
6031,RCA,Región de los Lagos,NA
6032,RCA,NA,NA
6033,RCA,Región de los Lagos,Región de los Lagos
6034,RCA,Región de Los Ríos,NA
6035,RCA,Región de los Lagos,NA
6036,RCA,Región de los Lagos,NA
6037,RCA,Región de los Lagos,NA
6038,RCA,Región de los Lagos,Región de los Lagos
6039,RCA,Región de los Lagos,NA
6040,RCA,Región de los Lagos,NA
6041,RCA,Región de los Lagos,NA
6042,RCA,Región de los Lagos,NA
6042,RCA,Región de los Lagos,NA
6043,RCA,Región de los Lagos,NA
6044,RCA,Región de los Lagos,Región de los Lagos
6044,RCA,Región de los Lagos,NA
6045,RCA,Región de los Lagos,NA
6046,RCA,Región de los Lagos,NA
6047,RCA,Región de los Lagos,NA
6048,RCA,Región de los Lagos,NA
6049,RCA,Región de los Lagos,NA
6050,RCA,Región de los Lagos,Región de los Lagos
6051,RCA,Región de los Lagos,NA
6052,RCA,Región de los Lagos,NA
6053,RCA,Región de los Lagos,Región de los Lagos
6054,RCA,Región de los Lagos,NA
6055,RCA,Región de los Lagos,Región de los Lagos
6056,RCA,Región de los Lagos,NA
6057,RCA,Región de los Lagos,NA
6058,RCA,Región de los Lagos,Región de los Lagos
6059,RCA,Región de los Lagos,NA
6060,RCA,Región de los Lagos,Región de los Lagos
6061,RCA,Región de los Lagos,NA
6062,RCA,Región de los Lagos,NA
6063,RCA,Región de los Lagos,NA
6064,RCA,Región de los Lagos,Región de los Lagos
6065,RCA,Región de los Lagos,Región de los Lagos
6066,RCA,Región de los Lagos,Región de los Lagos
6067,RCA,Región de los Lagos,Región de los Lagos
6068,RCA,Región de los Lagos,NA
6069,RCA,Región de los Lagos,NA
6070,RCA,Región de los Lagos,NA
6071,RCA,Región de los Lagos,NA
6072,RCA,Región de los Lagos,NA
6073,RCA,Región de los Lagos,NA
6074,RCA,Región de los Lagos,Región de los Lagos
6074,RCA,Región de los Lagos,NA
6075,RCA,Región de los Lagos,Región de los Lagos
6076,RCA,Región de los Lagos,NA
6077,RCA,Región de los Lagos,NA
6078,RCA,Región de los Lagos,NA
6079,RCA,Región de los Lagos,Región de los Lagos
6080,RCA,Región de los Lagos,Región de los Lagos
6081,RCA,Región de los Lagos,Región de los Lagos
6082,RCA,Región de los Lagos,Región de los Lagos
6083,RCA,Región de los Lagos,Región de los Lagos
6084,RCA,Región de los Lagos,NA
6085,RCA,Región de los Lagos,NA
6086,RCA,Región de los Lagos,Región de los Lagos
6087,RCA,Región de los Lagos,NA
6088,RCA,Región de los Lagos,NA
6089,RCA,Región de los Lagos,NA
6090,RCA,Región de los Lagos,NA
6091,RCA,Región de los Lagos,Región de los Lagos
6092,RCA,Región de los Lagos,Región de los Lagos
