UnidadFiscalizableId,SiglaInstrumento,NombreRegion,NombreRegionProyecto
6093,RCA,Región de los Lagos,Región de los Lagos
6094,RCA,Región de los Lagos,Región de los Lagos
6095,RCA,Región de los Lagos,Región de los Lagos
6096,RCA,Región de los Lagos,NA
6097,RCA,Región de los Lagos,Región de los Lagos
6098,RCA,Región de los Lagos,Región de los Lagos
6099,RCA,Región de los Lagos,NA
6100,RCA,Región de los Lagos,Región de los Lagos
6101,RCA,Región de los Lagos,NA
6102,RCA,Región de los Lagos,Región de los Lagos
6103,RCA,Región de los Lagos,NA
6104,RCA,Región de los Lagos,Región de los Lagos
6104,RCA,Región de los Lagos,Región de los Lagos
6105,RCA,Región de los Lagos,Región de los Lagos
6106,RCA,Región de los Lagos,Región de los Lagos
6106,RSMA,NA,NA
6107,RCA,Región de los Lagos,Región de los Lagos
6108,RCA,Región de los Lagos,NA
6109,RCA,Región de los Lagos,Región de los Lagos
6110,RCA,Región de los Lagos,NA
6111,RCA,Región de los Lagos,NA
6112,RCA,Región de los Lagos,Región de los Lagos
6112,RCA,Región de los Lagos,NA
6113,RCA,Región de los Lagos,NA
6114,RCA,Región de los Lagos,Región de los Lagos
6115,RCA,Región de los Lagos,Región de los Lagos
6116,RCA,Región de los Lagos,NA
6117,RCA,Región de los Lagos,NA
6118,RCA,Región de los Lagos,NA
6119,RCA,Región de los Lagos,Región de los Lagos
6120,RCA,Región de los Lagos,NA
6120,RCA,Región de los Lagos,NA
6121,RCA,Región de los Lagos,NA
6122,RCA,Región de los Lagos,Región de los Lagos
6123,RCA,Región de los Lagos,NA
6124,RCA,Región de los Lagos,NA
6125,RCA,Región de los Lagos,NA
6126,RCA,Región de los Lagos,Región de los Lagos
6126,RCA,Región de los Lagos,Región de los Lagos
6127,RCA,Región de los Lagos,NA
6128,RCA,Región de los Lagos,Región de los Lagos
6128,RCA,Región de los Lagos,NA
6129,RCA,Región de los Lagos,Región de los Lagos
6130,RCA,Región de los Lagos,Región de los Lagos
6131,RCA,Región de los Lagos,Región de los Lagos
6132,RCA,Región de los Lagos,Región de los Lagos
6133,RCA,Región de los Lagos,Región de los Lagos
6134,RCA,Región de los Lagos,Región de los Lagos
6135,RCA,Región de los Lagos,NA
6136,RCA,Región de los Lagos,Región de los Lagos
6136,RSMA,NA,NA
6136,RCA,Región de los Lagos,Región de los Lagos
6137,RCA,NA,NA
6138,RCA,Región de los Lagos,Región de los Lagos
6139,RCA,Región de los Lagos,Región de los Lagos
6140,RCA,Región de los Lagos,Región de los Lagos
6141,RCA,Región de los Lagos,NA
6142,RCA,Región de los Lagos,Región de los Lagos
6143,RCA,Región de los Lagos,Región de los Lagos
6143,RCA,Región de los Lagos,Región de los Lagos
6144,RCA,Región de los Lagos,Región de los Lagos
6145,RCA,Región de los Lagos,Región de los Lagos
6146,RCA,Región de los Lagos,NA
6147,RCA,Región de los Lagos,NA
6148,RCA,Región de los Lagos,Región de los Lagos
6149,RCA,Región de los Lagos,Región de los Lagos
6150,RCA,Región de los Lagos,Región de los Lagos
6151,RCA,Región de los Lagos,NA
6152,RCA,Región de los Lagos,NA
6153,RCA,NA,NA
6154,RCA,Región de los Lagos,NA
6155,RCA,Región de los Lagos,NA
6156,RCA,Región de los Lagos,Región de los Lagos
6157,RCA,Región de los Lagos,Región de los Lagos
6158,RCA,Región de los Lagos,NA
6159,RCA,Región de los Lagos,NA
6160,RCA,Región de los Lagos,NA
6161,RCA,Región de los Lagos,Región de los Lagos
6162,RCA,Región de los Lagos,NA
6163,RCA,Región de los Lagos,NA
6163,RCA,Región de los Lagos,NA
6164,RCA,Región de los Lagos,NA
6164,RCA,Región de los Lagos,NA
6165,RCA,Región de los Lagos,NA
6166,RCA,Región de los Lagos,Región de los Lagos
6167,RCA,Región de los Lagos,NA
6168,RCA,Región de los Lagos,NA
6169,RCA,Región de los Lagos,NA
6170,RCA,Región de los Lagos,NA
6171,RCA,Región de los Lagos,NA
6172,RCA,Región de los Lagos,NA
6173,RCA,Región de los Lagos,NA
6174,RCA,Región de los Lagos,NA
6175,RCA,Región de los Lagos,NA
6176,RCA,Región de los Lagos,NA
6177,RCA,Región de los Lagos,NA
6178,RCA,Región del Biobío,NA
6179,RCA,Región de los Lagos,Región de los Lagos
6180,RCA,Región de los Lagos,Región de los Lagos
6181,RCA,Región de los Lagos,NA
6182,RCA,Región de los Lagos,NA
6183,RCA,Región de los Lagos,NA
6184,RCA,Región de los Lagos,NA
6185,RCA,Región de los Lagos,NA
6185,RCA,Región de los Lagos,NA
6186,RCA,Región de los Lagos,Región de los Lagos
6186,RCA,Región de los Lagos,NA
6187,RCA,Región de los Lagos,NA
6188,RCA,Región de los Lagos,Región de los Lagos
6189,RCA,Región de los Lagos,Región de los Lagos
6190,RCA,Región del Biobío,Región del Biobío
6191,RCA,Región del Biobío,Región del Biobío
6192,RCA,Región del Maule,NA
6193,RCA,Región Metropolitana,NA
6194,RCA,Región del Biobío,NA
6195,RCA,Región de Magallanes y la Antártica Chilena,NA
6196,RCA,Región Metropolitana,NA
6197,RCA,Región de los Lagos,NA
6198,RCA,Región del Biobío,NA
6199,RCA,Región de Los Ríos,NA
6200,RCA,Región de los Lagos,Región de los Lagos
6200,RCA,Región de los Lagos,Región de los Lagos
6201,RCA,Región Metropolitana,Región Metropolitana
6202,RCA,Interregional,Interregional
6202,RCA,Interregional,Interregional
6202,RCA,Interregional,Interregional
6202,NE,NA,NA
6203,RCA,Región Metropolitana,NA
6204,RCA,Región de Los Ríos,NA
6206,RCA,Región de los Lagos,Región de los Lagos
6207,RCA,Región de los Lagos,NA
6208,RCA,Región de los Lagos,Región de los Lagos
6208,RCA,Región de los Lagos,Región de los Lagos
6208,RCA,Región de los Lagos,Región de los Lagos
6209,RCA,Región de los Lagos,Región de los Lagos
6210,RCA,Región de los Lagos,Región de los Lagos
6211,RCA,Región de los Lagos,Región de los Lagos
6212,RCA,Región de los Lagos,Región de los Lagos
6213,RCA,Región de los Lagos,Región de los Lagos
6214,RCA,Región de los Lagos,Región de los Lagos
6214,RCA,Región de los Lagos,Región de los Lagos
6215,RCA,Región de los Lagos,Región de los Lagos
6216,RCA,Región de los Lagos,Región de los Lagos
6217,RCA,Región de los Lagos,Región de los Lagos
6217,RCA,Región de los Lagos,Región de los Lagos
6218,RCA,Región de los Lagos,Región de los Lagos
6219,RCA,Región de los Lagos,Región de los Lagos
6220,RCA,Región de los Lagos,Región de los Lagos
6222,RCA,Región de Coquimbo,Región de Coquimbo
6223,RCA,Región Metropolitana,Región Metropolitana
6223,RCA,Región Metropolitana,Región Metropolitana
6223,RCA,Región Metropolitana,Región Metropolitana
6224,RCA,Región del Maule,Región del Maule
6224,NE,NA,NA
6225,RCA,Región del Libertador General Bernardo O'Higgins,NA
6228,RCA,Región de Valparaíso,Región de Valparaíso
6229,RCA,Región Metropolitana,Región Metropolitana
6229,RCA,Región Metropolitana,Región Metropolitana
6230,RCA,Región del Biobío,Región del Biobío
6230,RCA,Región del Biobío,NA
6231,RCA,Región del Biobío,Región del Biobío
6233,RCA,Región Metropolitana,NA
6234,RCA,Interregional,Región del Libertador General Bernardo O'Higgins
6235,RCA,Región del Maule,NA
6236,RCA,Región de los Lagos,Región de los Lagos
6237,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
6237,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
6237,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
6238,RCA,Región de los Lagos,NA
6239,RCA,Región de los Lagos,Región de los Lagos
6240,RCA,Región de los Lagos,NA
6241,RCA,Región de los Lagos,Región de los Lagos
6242,RCA,Región de los Lagos,Región de los Lagos
6242,RCA,Región de los Lagos,Región de los Lagos
6242,RCA,Región de los Lagos,Región de los Lagos
6243,RCA,Región de los Lagos,Región de los Lagos
6244,RCA,Región de los Lagos,Región de los Lagos
6245,RCA,Región de los Lagos,Región de los Lagos
6246,RCA,Región de los Lagos,Región de los Lagos
6247,RCA,Región de los Lagos,Región de los Lagos
6250,RCA,Región de los Lagos,Región de los Lagos
6250,RCA,Región de los Lagos,Región de los Lagos
6251,RCA,Región de los Lagos,Región de los Lagos
6251,RCA,Región de los Lagos,Región de los Lagos
6251,RCA,Región de los Lagos,Región de los Lagos
6252,RCA,Región de los Lagos,Región de los Lagos
6253,RCA,Región de los Lagos,Región de los Lagos
6253,MP,NA,NA
6255,RCA,Región de los Lagos,Región de los Lagos
6256,RCA,Región de los Lagos,Región de los Lagos
6257,RCA,Región de los Lagos,Región de los Lagos
6258,RCA,Región de los Lagos,Región de los Lagos
6258,RCA,Región de los Lagos,Región de los Lagos
6259,RCA,Región de los Lagos,Región de los Lagos
6260,RCA,Región de los Lagos,Región de los Lagos
6261,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
6261,RCA,Interregional,Interregional
6261,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
6262,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
6263,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
6264,RCA,Región Metropolitana,Región Metropolitana
6265,RCA,Región de los Lagos,NA
6266,RCA,Región del Biobío,NA
6267,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
6268,RCA,Región del Biobío,NA
6269,RCA,Región de los Lagos,NA
6270,RCA,Región Metropolitana,NA
6271,RCA,Región de los Lagos,NA
6272,RCA,Región del Maule,NA
6272,RCA,Región del Maule,NA
6273,RCA,Región del Maule,NA
6274,RCA,Región del Maule,NA
6275,RCA,Región del Maule,NA
6276,RCA,Región del Maule,NA
6277,RCA,Región del Maule,NA
6278,RCA,Región de Valparaíso,NA
6279,RCA,Región Metropolitana,NA
6280,RCA,Región Metropolitana,Región Metropolitana
6281,RCA,Región Metropolitana,Región Metropolitana
6282,RCA,Región de los Lagos,NA
6283,RCA,Región Metropolitana,Región Metropolitana
6283,RCA,Región Metropolitana,Región Metropolitana
6284,RCA,Región de los Lagos,Región de los Lagos
6285,RCA,Región del Maule,NA
6286,RCA,Región de los Lagos,NA
6287,RCA,Región del Maule,NA
6287,RCA,Región del Maule,NA
6288,RCA,Región del Maule,NA
6289,RCA,Región del Maule,NA
6290,RCA,Región de los Lagos,NA
6291,RCA,Región de los Lagos,NA
6292,RCA,Región de los Lagos,Región de los Lagos
6293,RCA,Región de Valparaíso,Región de Valparaíso
6294,RCA,Región de Los Ríos,Región de Los Ríos
6295,RCA,Región de los Lagos,Región de los Lagos
6296,RCA,Región Metropolitana,NA
6297,RCA,Región del Maule,NA
6298,RCA,Región del Maule,NA
6299,RCA,Región de Los Ríos,NA
6300,RCA,Región de Los Ríos,NA
6301,RCA,Región del Maule,NA
6302,RCA,Región de Los Ríos,NA
6303,RCA,Región del Maule,NA
6304,RCA,Región del Maule,NA
6305,RCA,Región de los Lagos,NA
6306,RCA,Región del Maule,NA
6307,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
6308,RCA,Región de Los Ríos,NA
6309,RCA,Región de Los Ríos,NA
6310,RCA,Región de la Araucanía,NA
6311,RCA,Región de la Araucanía,NA
6312,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
6313,RCA,Región del Maule,NA
6313,NE,NA,NA
6314,RCA,Región de los Lagos,NA
6314,RCA,Región de los Lagos,NA
6315,RCA,Región de los Lagos,NA
6316,RCA,Región de los Lagos,NA
6317,RCA,Región de los Lagos,NA
6318,RCA,Región de los Lagos,NA
6319,RCA,Región de los Lagos,NA
6320,RCA,Región de los Lagos,NA
6321,RCA,Región del Maule,NA
6322,RCA,Región de los Lagos,NA
6323,RCA,Región de los Lagos,NA
6324,RCA,Región de los Lagos,NA
6325,RCA,Región de los Lagos,NA
6326,RCA,Interregional,Interregional
6327,RCA,Región de los Lagos,NA
6328,RCA,Región de los Lagos,NA
6329,RCA,Región de Los Ríos,NA
6330,RCA,Región del Maule,NA
6331,RCA,Región del Maule,NA
6332,RCA,Región de Los Ríos,Región de Los Ríos
6333,RCA,Región de los Lagos,NA
6334,RCA,Región del Maule,NA
6335,RCA,Región de Los Ríos,NA
6336,RCA,Región de la Araucanía,NA
6337,RCA,Región de la Araucanía,NA
6338,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
6339,RCA,Región de Los Ríos,NA
6340,RCA,Región del Maule,NA
6341,RCA,Región del Maule,NA
6342,RCA,Región de los Lagos,NA
6343,RCA,Región de Los Ríos,NA
6344,RCA,Región de Los Ríos,NA
6345,RCA,Región de los Lagos,NA
6346,RCA,Región de la Araucanía,NA
6347,RCA,Región de los Lagos,NA
6348,RCA,Región de los Lagos,NA
6349,RCA,Región del Maule,NA
6349,RCA,Región del Maule,NA
6350,RCA,Región de Los Ríos,NA
6351,RCA,Región del Maule,NA
6352,RCA,Región de la Araucanía,NA
6353,RCA,Región del Maule,NA
6354,RCA,Región del Maule,NA
6355,RCA,NA,NA
6355,RCA,Región del Maule,NA
6355,RCA,Región del Maule,NA
6356,RCA,Región del Maule,NA
6357,RCA,Región de los Lagos,NA
6358,RCA,Región del Maule,NA
6359,RCA,Región de Los Ríos,NA
6360,RCA,Región del Maule,NA
6361,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
6362,RCA,Región de la Araucanía,NA
6363,RCA,Región del Maule,NA
6363,RCA,Región del Maule,NA
6364,RCA,Región del Maule,NA
6365,RCA,Región de Los Ríos,NA
6366,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
6367,RCA,Región del Maule,NA
6368,RCA,Región Metropolitana,Región Metropolitana
6369,RCA,Región de la Araucanía,Región de la Araucanía
6369,RCA,Región de la Araucanía,Región de la Araucanía
6369,RCA,Región de la Araucanía,Región de la Araucanía
6369,RSMA,NA,NA
6369,LEY,NA,NA
6370,RCA,Región Metropolitana,NA
6371,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
6372,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
6373,RCA,Región de los Lagos,Región de los Lagos
6373,RCA,Región de los Lagos,Región de los Lagos
6374,RCA,Región del Maule,Región del Maule
6374,RCA,Región del Maule,Región del Maule
6374,RCA,Región del Maule,Región del Maule
6374,NE,NA,NA
6374,RCA,Región del Maule,NA
6375,RCA,Interregional,Interregional
6376,RCA,Región de los Lagos,Región de los Lagos
6376,RCA,Región de los Lagos,Región de los Lagos
6376,RCA,Región de los Lagos,Región de los Lagos
6376,NE,NA,NA
6377,RCA,Región Metropolitana,NA
6378,RCA,Región del Biobío,NA
6379,RCA,Interregional,Interregional
6380,RCA,Región de Coquimbo,Región de Coquimbo
6382,RCA,Región de la Araucanía,NA
6383,RCA,Región del Biobío,Región del Biobío
6384,RCA,Región del Maule,Región del Maule
6385,RCA,Región del Biobío,NA
6386,RCA,Región del Biobío,NA
6387,RCA,Región de los Lagos,Región de los Lagos
6388,RCA,Región del Biobío,Región del Biobío
6389,RCA,Región de Antofagasta,Región de Antofagasta
6391,RCA,Región de los Lagos,Región de los Lagos
6392,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
6393,RCA,Región de los Lagos,Región de los Lagos
6394,RCA,Región del Maule,Región del Maule
6394,RCA,Región del Maule,Región del Maule
6394,NE,NA,NA
6394,PC,NA,NA
6395,RCA,Región de los Lagos,NA
6396,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
6397,RCA,Región de Antofagasta,Región de Antofagasta
6397,RCA,Región de Antofagasta,Región de Antofagasta
6398,RCA,Región de la Araucanía,NA
6399,RCA,Interregional,Interregional
6399,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
6400,RCA,Región de los Lagos,NA
6401,RCA,Región Metropolitana,Región Metropolitana
6402,RCA,Región Metropolitana,NA
6403,RCA,Región de la Araucanía,NA
6404,RCA,Región de la Araucanía,NA
6405,RCA,Región de la Araucanía,NA
6406,RCA,Región de la Araucanía,NA
6407,RCA,Región del Maule,Región del Maule
6408,RCA,Región del Maule,NA
6409,RCA,Región del Maule,NA
6410,RCA,Región del Maule,NA
6411,RCA,Región del Maule,NA
6412,RCA,Región del Maule,NA
6413,RCA,Región del Maule,NA
6414,RCA,Región del Biobío,Región del Biobío
6415,RCA,Región de la Araucanía,NA
6416,RCA,Región de la Araucanía,NA
6417,RCA,Región de la Araucanía,NA
6418,RCA,Región del Maule,Región del Maule
6419,RCA,NA,NA
6420,RCA,Región del Biobío,Región del Biobío
6421,RCA,Región del Maule,NA
6422,RCA,Región del Biobío,NA
6422,RCA,Región del Biobío,NA
6423,RCA,Región de la Araucanía,NA
6424,RCA,Región de la Araucanía,NA
6425,RCA,Región de la Araucanía,NA
6426,RCA,Región de Magallanes y la Antártica Chilena,NA
6427,RCA,Región de Magallanes y la Antártica Chilena,NA
6428,RCA,Región de los Lagos,NA
6429,RCA,Región de Magallanes y la Antártica Chilena,NA
6430,RCA,Región Metropolitana,Región Metropolitana
6430,RCA,NA,NA
6430,NE,NA,NA
6430,PPDA,NA,NA
6431,RCA,Región Metropolitana,Región Metropolitana
6432,RCA,Región del Biobío,Región del Biobío
6433,RCA,Región del Maule,Región del Maule
6433,NE,NA,NA
6434,RCA,Región del Biobío,Región del Biobío
6436,RCA,Región del Biobío,Región del Biobío
6437,RCA,Región del Biobío,Región del Biobío
6438,RCA,Región del Biobío,Región del Biobío
6439,RCA,Región de los Lagos,NA
6440,RCA,Región de los Lagos,Región de los Lagos
6440,RCA,Región de los Lagos,NA
6441,RCA,Región de los Lagos,NA
6442,RCA,Región de los Lagos,NA
6442,NE,NA,NA
6443,RCA,Región de los Lagos,NA
6444,RCA,Interregional,Interregional
6445,RCA,Región de los Lagos,Región de los Lagos
6446,RCA,Región Metropolitana,NA
6447,RCA,Región Metropolitana,NA
6448,RCA,Región de los Lagos,Región de los Lagos
6449,RCA,Región de los Lagos,Región de los Lagos
6450,RCA,Región de los Lagos,Región de los Lagos
6451,RCA,Región de los Lagos,Región de los Lagos
6452,RCA,Región de los Lagos,NA
6453,RCA,Región de los Lagos,Región de los Lagos
6454,RCA,Región de los Lagos,Región de los Lagos
6454,RCA,Región de los Lagos,Región de los Lagos
6455,RCA,Región de los Lagos,Región de los Lagos
6455,RCA,Región de los Lagos,Región de los Lagos
6456,RCA,Región de los Lagos,NA
6457,RCA,Región de los Lagos,Región de los Lagos
6458,RCA,Región de los Lagos,Región de los Lagos
6459,RCA,Región de los Lagos,Región de los Lagos
6460,RCA,Región del Biobío,Región del Biobío
6460,RCA,Región del Biobío,Región del Biobío
6460,RCA,Región del Biobío,Región del Biobío
6460,RSMA,NA,NA
6460,LEY,NA,NA
6461,RCA,Región de los Lagos,Región de los Lagos
6462,RCA,Región de los Lagos,NA
6463,RCA,Región de los Lagos,NA
6464,RCA,Región de los Lagos,NA
6465,RCA,Región de los Lagos,NA
6466,RCA,Región de los Lagos,Región de los Lagos
6466,RCA,Región de los Lagos,NA
